langCode	pageTitle	resultFilePage	source	confidence_class	rating
bn	নেকটাই	File:Mike_Rogers_being_interviewed_on_CNN_in_Jan_2020.jpg	ms	low	0
bn	নেকটাই	File:Landtagsprojekt_Brandenburg_Henryk_Wichmann_by_Olaf_Kosinsky.jpg	ms	low	0
bn	নেকাব্বরের_মহাপ্রয়াণ	File:Belal_Khan.jpg	ms	low	1
bn	পবিতরা_বন্যপ্রাণ_অভয়ারণ্য	File:PobitoraWildlifeSanctuary.jpg	ms	low	1
bn	পশুপালনবিদ্যা	File:Cow_in_Otavalo.jpg	ms	low	-1
bn	পশুপালনবিদ্যা	File:Ternak_bebek.jpg	ms	low	0
bn	পশুপালনবিদ্যা	File:Vaches_de_race_béarnaise_au_pâturage.jpg	ms	low	0
bn	পাকিস্তান_অবজার্ভার	File:Journalist_Abdus_Salam.png	ms	low	0
bn	পাটোয়ারী	File:Mohammad_Javed_Patwary_igp.jpg	ms	low	-1
bn	পাবনা-২	File:Tarash_Bhaban_Pabna.jpg	ms	low	0
bn	পাবনা-২	File:পাবিপ্রবি.jpg	ms	low	-1
bn	পিজুশ_হাজারিকা	File:Pijush_Hazarika.jpg	ms	low	1
bn	পোস্টার	File:7_Collection_Eybl_Great_Britain_-_E._Kealey_-_Women_of_Britain_say_–_GO.jpg	ms	low	-1
bn	পোস্টার	File:Yiddish_WWI_poster2.jpg	ms	low	0
bn	পোস্টার	File:Alfredo_Edel_-_Jules_Massenet_-_Le_mage.jpg	ms	low	0
bn	পোস্টার	File:Deux_grandes_courses_extraordinaires_de_taureaux.jpg	ms	low	1
bn	পোস্টার	File:Alfredo_Edel_-_Jules_Massenet_-_Le_mage.jpg	ms	low	1
bn	পোস্টার	File:Flower_poster.jpg	ms	low	0
bn	প্রতিজ্ঞা	File:Loyalty_oath_of_Henry_Doering_of_Missouri,_County_of_St._Louis.jpg	ms	low	0
bn	প্রতিজ্ঞা	File:East_Campus_IMG_20141014_091916_CCP_Admission_Oath.jpg	ms	low	0
bn	প্রতিজ্ঞা	File:Brig._Gen._Colleen_McGuire_takes_oath_of_office_in_Washington_DC_in_2010.jpg	ms	low	1
bn	প্রতিজ্ঞা	File:Juramento_do_Sargento_Escola_Sargentos_das_Armas_ESA_-_1953.jpg	ms	low	0
bn	প্রতিজ্ঞা	File:PlaqueDrapeauSermentKouffra1.jpg	ms	low	-1
bn	প্রথম_লোকসভা	File:T_Madiah_gowda_at_Helsingor.jpg	ms	low	-1
bn	প্রথম_লোকসভা	File:T_Madiah_gowda_at_Helsingor.jpg	ms	low	0
bn	প্রেমিক	File:P_20190130_140332_1.jpg	ms	low	0
bn	প্রেমিক	File:Shahinur_Mustafiz.jpg	ms	low	-1
bn	ফজল_হক	File:Hazi_Fazl_Haque.jpg	ms	low	-1
bn	ফেরকা	File:Orden_Caballeros_Centauros.png	ms	low	-1
bn	ফেরকা	File:Eikan-do_Zenrin-ji,_November_2016_-03.jpg	ms	low	-1
bn	বড়োল্যান্ড_ক্ষেত্রীয়_পরিষদ	File:United_People's_Party_Liberal(UPPL)_Flag.jpg	ms	low	-1
bn	বড়োল্যান্ড_ক্ষেত্রীয়_পরিষদ	File:UPPL_Logo.png	ms	low	-1
bn	বর্গমিটার	File:Road_from_Chhera_Island_to_St._Martin's_Island_(2).jpg	ms	low	-1
bn	বর্গমিটার	File:View_of_Chhera_Island,_Cox's_Bazar_(3).jpg	ms	low	-1
bn	বর্গমিটার	File:View_of_Chhera_Island,_Cox's_Bazar_(1).jpg	ms	low	-1
bn	বর্ডারলাইন_পারসনালিটি_ডিজর্ডার	File:BPD_1.png	ms	low	1
bn	বর্ডারলাইন_পারসনালিটি_ডিজর্ডার	File:Word_Cloud_BPD.png	ms	low	1
bn	বাংলাদেশী_নাম	File:Mehreen_Mahmud_2.jpg	ms	low	-1
bn	বাংলাদেশী_নাম	File:Mehreen_Mahmud_2_(cropped).jpg	ms	low	-1
bn	বাংলাদেশী_নাম	File:Arafat_Ullah_Azmeer.jpg	ms	low	-1
bn	বিলকিস_ইসলাম	File:Cultural_Program_at_Karjon_Hall_April_1954.png	ms	low	-1
bn	ব্যক্তিত্ব	File:Piaget_jean.jpg	ms	low	-1
bn	ব্যক্তিত্ব	File:Mymarq.png	ms	low	-1
bn	ব্যক্তিত্ব	File:Mickeal_Martinez.jpg	ms	low	-1
bn	ব্যক্তিত্ব	File:Suresh_Chandra_Chowdhury.png	ms	low	-1
bn	ব্যবসা	File:Gasolinera_Statoil,_Gniezno,_Polonia,_2012-04-06,_DD_01.JPG	ms	low	0
bn	ব্যবসা	File:EA_networks_logo.png	ms	low	-1
bn	ব্যবসা	File:13-08-11-hongkong-50mm-38.jpg	ms	low	0
bn	ব্যবসা	File:Sparkasse,_Friedrichstraße_Balingen_03.jpg	ms	low	0
bn	ব্যবসা	File:Dietmar_Brockes-FDP-1.jpg	ms	low	-1
bn	ব্যবসা	File:2538Cambaog,_Bustos_Bulacan_Villages_57.jpg	ms	low	0
bn	ব্যাকটেরিওফাজ	File:T4_infection_new_wiki.png	ms	low	1
bn	ব্যাকটেরিওফাজ	File:T4_viruses_3_wiki.png	ms	low	1
bn	ব্যাকটেরিওফাজ	File:Bacteriophages_at_work.jpg	ms	low	1
bn	ভালবাসা_ভালবাসা	File:Siva_slaying_Kamadeva_-_Page_170_-_History_of_India_Vol_1_(1906).jpg	ms	low	-1
bn	মরমন	File:Book_of_Mormon_-_Cebuano.jpg	ms	low	1
bn	মরমন	File:Book_of_Mormon_-_Hmong.jpg	ms	low	1
bn	মরমন	File:Book_of_Mormon_-_Simplified_Chinese.jpg	ms	low	1
bn	মরমন	File:Book_of_Mormon_-_Rarotongan.jpg	ms	low	1
bn	মরমন	File:Book_of_Mormon_-_Latvian.jpg	ms	low	1
bn	মরমন	File:Book_of_Mormon_-_Haitian_Creole.jpg	ms	low	1
bn	মরমন	File:Book_of_Mormon_-_Gilbertese.jpg	ms	low	1
bn	মানব_প্রকৃতি	File:PSX_20190430_222113.jpg	ms	low	-1
bn	মানব_যৌনাচার	File:Kopulacja_u_goliathus_goliatus.jpg	ms	low	-1
bn	মানব_যৌনাচার	File:Copulating_flies.jpg	ms	low	-1
bn	মানব_যৌনাচার	File:Terracottas_with_erotic_motivs,_Antikensammlung_Berlin,_141323.jpg	ms	low	1
bn	মানব_যৌনাচার	File:Thomas_Rowlandson_(15).jpg	ms	low	1
bn	মানসিক_ব্যাধি	File:Mental_Illness_Icon_1.png	ms	low	1
bn	মানসিক_ব্যাধি	File:Dissociating_art.jpg	ms	low	0
bn	মানসিক_ব্যাধি	File:Mental_Illness_Icon_2.png	ms	low	1
bn	মানসিক_ব্যাধি	File:Cranium_colored_mind.png	ms	low	-1
bn	মানিকগঞ্জ-১	File:পাকুড়_গাছ.jpg	ms	low	-1
bn	মানিকগঞ্জ-১	File:Monarch_butterfly-1.jpg	ms	low	-1
bn	মানিকগঞ্জ-১	File:Baliati_Palace,_Saturia,_Manikganj_(1).jpg	ms	low	-1
bn	মালয়েশিয়ার_প্রধানমন্ত্রী	File:Tan_Sri_Muhyiddin_Yassin_di_Dewan_Rakyat.png	ms	low	0
bn	মালয়েশিয়ার_প্রধানমন্ত্রী	File:TSMY_Menteri_Dalam_Negeri.jpg	ms	low	-1
bn	মালয়েশিয়ার_প্রধানমন্ত্রী	File:Sri_Muhyiddin_Yassin.png	ms	low	1
bn	মালয়েশিয়ার_প্রধানমন্ত্রী	File:Papan_nama_Tan_Sri_Muhyiddin_Yassin_Menteri_Dalam_Negeri.jpg	ms	low	0
bn	মেক্সিকো_সিটির_ঐতিহাসিক_কেন্দ্র	File:Cabeza_de_Quetzalcóatl_-_Centro_Histórico_de_la_Ciudad_de_México.jpg	ms	low	1
bn	মেক্সিকোর_ইতিহাস	File:Miguel_Hidalgo_y_Costilla_antes_del_grito_de_Dolores,_pintura_de_Unzueta.jpg	ms	low	0
bn	মেক্সিকোর_ইতিহাস	File:Monte_Albán-12-05oaxaca024.jpg	ms	low	1
bn	মেক্সিকোর_ইতিহাস	File:Madrid_Codex_6.JPG	ms	low	-1
bn	মোন্তেরেই_মেট্রো	File:Santaluciastation_mty_metro.png	ms	low	0
bn	মোন্তেরেই_মেট্রো	File:Map_of_Metrorrey_2020_version.png	ms	low	1
bn	যিশুর_জন্ম	File:Nürnberg_St._Lorenz_Dreikönigsaltar_Geburt_01.jpg	ms	low	1
bn	যিশুর_জন্ম	File:Weihnachtskrippe-1052655.jpg	ms	low	0
bn	যিশুর_জন্ম	File:Kefermarkt_Kirche_Flügelaltar_Geburt_02.jpg	ms	low	0
bn	যিশুর_জন্ম	File:Kefermarkt_Kirche_Flügelaltar_Geburt_01.jpg	ms	low	1
bn	যিশুর_জন্ম	File:Tímpano_de_la_portada_de_la_Catedral_de_Tuy.jpg	ms	low	0
bn	যুক্তফ্রন্ট	File:1954_east_bengal_cabinet.jpg	ms	low	1
bn	যোগান_ও_চাহিদা	File:Simple_Supply_and_Demand_Diagram.png	ms	low	1
bn	রমজান_(পঞ্জিকা_মাস)	File:Norsk_iftar_Android.png	ms	low	-1
bn	রম্বস	File:K-Y_brand_logo_2020.png	ms	low	-1
bn	রম্বস	File:Nüziders-Kapelle_Oberes_Bild_am_Muttersberg-14ASD.jpg	ms	low	0
bn	রম্বস	File:Overlapping_isosceles_triangles.png	ms	low	0
bn	রাইপুর_গভর্মেন্ট_পলিটেকনিক	File:Rgp_biswakarmapuja.jpg	ms	low	-1
bn	রাইপুর_গভর্মেন্ট_পলিটেকনিক	File:Rgp_biswakarmapuja.jpg	ms	low	0
bn	রেফারী	File:Danny_Lo-Hung.jpg	ms	low	-1
bn	রেফারী	File:P1050603_(6662167793).jpg	ms	low	0
bn	রেফারী	File:IMG-20190228-WA0077.jpg	ms	low	0
bn	রেসলম্যানিয়া_২	File:Becky_Lynch_WM34_crop_(cropped).jpg	ms	low	0
bn	লক্ষ্মীপুর-১	File:A_Road_to_Dhaka_from_Lakshmipur_at_dust,_Photo--_Ahsan.jpg	ms	low	-1
bn	লক্ষ্মীপুর-১	File:Shahabuddin_‍School_and_College,_Chandpur_(1).jpg	ms	low	-1
bn	লালদীঘি_(চট্টগ্রাম)	File:Laldighi_Chittagong.jpg	ms	low	1
bn	শান্তিনগর	File:Dustbin_on_road_of_shantinagar.jpg	ms	low	-1
bn	শান্তিনগর	File:Bad_smell_dustbin_on_road_of_dhaka_shantinagar.jpg	ms	low	-1
bn	শান্তিনগর	File:Bad_smell_dustbin_on_road_of_dhaka.jpg	ms	low	-1
bn	সফটওয়্যার_বাগ	File:Operating_system_error_screen.jpg	ms	low	0
bn	সফটওয়্যার_বাগ	File:Msg_erreur_libelle_identique_wikidata_fr.png	ms	low	-1
bn	সংবাদপত্র	File:Alcalá_Semanal_(11-10-1986)_cabecera.png	ms	low	1
bn	সমীকরণ	File:Acid_Chloride_Preparative_Route_for_Nylon-6,10.png	ms	low	-1
bn	সমীকরণ	File:S_4_pins.jpg	ms	low	-1
bn	সমীকরণ	File:Oum_Sang-il_엄상일_mathematician.jpg	ms	low	-1
bn	সমীকরণ	File:Draft_Wiki_PST_Equation_html_Eq1.gif	ms	low	-1
bn	সমীকরণ	File:Difractionwiki1.png	ms	low	0
bn	সাজ্জাদ_হোসেন	File:Sazzad_Hossain_(1).jpg	ms	low	-1
bn	সিফিলিস	File:Syphilis_infographic_about_pregnancy_from_CDC.jpg	ms	low	1
bn	সেপ্টেম্বর_২০১৭	File:20170919-OC-LSC-1287_(37173420662).jpg	ms	low	-1
bn	সেপ্টেম্বর_২০১৭	File:Dhaka_Wikipedia_Meetup,_September_2017.jpg	ms	low	-1
bn	সেপ্টেম্বর_২০১৭	File:Kirunas_nya_centrum_September_2017_06.jpg	ms	low	-1
bn	সেপ্টেম্বর_২০১৭	File:East_West_metro_underconstraction_Sealdah_Metro_Station_in_Kolkata.jpg	ms	low	-1
bn	সোনালী_ব্যাগ	File:Sonali_Bag.jpg	ms	low	1
bn	সোবণশিরি_নদী	File:McMahon-Line-at-Migyitun-LSIB-vs-Chinese-claims.png	ms	low	-1
bn	সোবণশিরি_নদী	File:Tsari_Chu.jpg	ms	low	1
bn	সোবণশিরি_নদী	File:1913_North-Eastern_Frontier_and_Tibet_by_Morshead_and_Bailey_from_RE_Journal_1921.jpg	ms	low	1
bn	সোবণশিরি_নদী	File:1913_map_of_Tsari_and_Subansiri_by_F._M._Bailey.jpg	ms	low	0
bn	স্প্যামিং	File:Xaacpiin.jpg	ms	low	-1
bn	স্বয়ংক্রিয়তা	File:Collaborative_Robot_Cobot.png	ms	low	0
bn	স্বয়ংক্রিয়তা	File:Autonomous_Mobile_Robot_AMR.png	ms	low	1
bn	স্বয়ংক্রিয়তা	File:Item_Picking_Robot.png	ms	low	0
bn	স্মার্ট_কার্ড	File:CP8_smart_card_-_recto.png	ms	low	0
bn	স্মার্ট_কার্ড	File:WMATA_SmarTrip_card_front.jpg	ms	low	0
bn	হাইব্রিড_ওপেন-অ্যাক্সেস_জার্নাল	File:The_deals_behind_a_transformative_deal.jpg	ms	low	-1
bn	হাম্মা_হাম্মা	File:HMA_RailwayStation_01.jpg	ms	low	-1
bn	হিগস_বোসন	File:2010s_decade_events_montage9.png	ms	low	-1
bn	হিগস_বোসন	File:2010s_decade_events_montage6.png	ms	low	-1
bn	হিগস_বোসন	File:Elementary_Particle_Interactions.png	ms	low	1
bn	হিগস_বোসন	File:2010s_decade_events_montage4.png	ms	low	-1
bn	হিগস_বোসন	File:2010s_decade_events_montage7.png	ms	low	-1
bn	হিগস_বোসন	File:Elementary_Particle_Interactions.png	ms	low	0
bn	হিগস_বোসন	File:2010s_decade_events_montage5.png	ms	low	-1
bn	হিনো_মটরস	File:Rajawali_Hino_RN_285_Laksana_Legacy_SR1_RN8J.jpg	ms	low	0
bn	হিনো_মটরস	File:Rajawali_Hino_RN_285_Laksana_Legacy_SR1_RN8J.jpg	ms	low	1
bn	হিনো_মটরস	File:Restu_Panda_Patas_Jember.jpg	ms	low	-1
bn	হোয়াই_ডোন্ট_উই	File:WDW-GOYK8722.jpg	ms	low	1
ceb	A_Love_To_Last	File:Laura_Adler's_Last_Love_Affair_one.jpg	ms	low	-1
ceb	Acantholimon_kotschyi	File:Prickly_Thrift_-_Acantholimon_kotschyi_-_panoramio.jpg	ms	low	1
ceb	Agelas_sceptrum	File:Agelas_sceptrum_12360094.jpg	ms	low	1
ceb	Alençon	File:Alençon_Basilique_Notre-Dame-d'Alençon_Vierungsturm.jpg	ms	low	1
ceb	Alençon	File:Alençon_Basilique_Notre-Dame-d'Alençon_Nordseite_1.jpg	ms	low	1
ceb	Alençon	File:Alençon_Basilique_Notre-Dame-d'Alençon_Innen_Langhaus_Westfenster_&_Orgel_1.jpg	ms	low	0
ceb	Alençon	File:Alençon_Basilique_Notre-Dame-d'Alençon_Nordseite_4.jpg	ms	low	0
ceb	Alençon	File:Émilienne_d'Alençon,_btv1b85969067-p042,_1.jpg	ms	low	-1
ceb	Anaka	File:Red_Fan_Parrot_Endangered_Species_with_ID_ring_on_leg.jpg	ms	low	-1
ceb	Anaka	File:Dülmen,_Viktorkirmes_--_2015_--_6463.jpg	ms	low	-1
ceb	Anaka	File:Anaka_-ଅଣକ.jpg	ms	low	-1
ceb	Anaka	File:Dülmen,_Viktorkirmes_--_2015_--_6464.jpg	ms	low	-1
ceb	Anaka	File:140111-Stacie-Anaka.jpg	ms	low	-1
ceb	Anthosachne_kingiana	File:Anthosachne_kingiana_multiflora_(Endl.)_Govaerts_(AM_AK2017).jpg	ms	low	1
ceb	Anthosachne_kingiana	File:Anthosachne_kingiana_multiflora_(Endl.)_Govaerts_(AM_AK359763-1).jpg	ms	low	1
ceb	Anthosachne_kingiana	File:Anthosachne_kingiana_multiflora_(Endl.)_Govaerts_(AM_AK360390).jpg	ms	low	1
ceb	Anthosachne_kingiana	File:Anthosachne_kingiana_multiflora_(Endl.)_Govaerts_(AM_AK110584).jpg	ms	low	1
ceb	Anthosachne_kingiana	File:Anthosachne_kingiana_multiflora_(Endl.)_Govaerts_(AM_AK356312-2).jpg	ms	low	1
ceb	Araneus_bispinosus	File:Araneus_bispinosus_1663448.jpg	ms	low	1
ceb	Araneus_bispinosus	File:Araneus_bispinosus_1663451.jpg	ms	low	1
ceb	Ardisia_odontophylla	File:Edwards's_botanical_register_(Plate_1892)_(8616919880).jpg	ms	low	1
ceb	Asphalidesmus	File:ZooKeys_-_Asphalidesmus_golovatchi_(male).jpg	ms	low	1
ceb	Aspitha_agenoria	File:Macrolepidoptera15seit_0355.jpg	ms	low	0
ceb	Austrodaphnella	File:Austrodaphnella_alcestis_001.jpg	ms	low	1
ceb	Authuille	File:Église_Saint-Fursy_d'Authuille_7.jpg	ms	low	0
ceb	Authuille	File:Authuille_One.jpg	ms	low	0
ceb	Authuille	File:Église_Saint-Fursy_d'Authuille_2.jpg	ms	low	0
ceb	Azat-le-Ris	File:Saint_Genes.jpg	ms	low	-1
ceb	Baleix	File:Map_commune_FR_insee_code_64089.png	ms	low	0
ceb	Baleix	File:Entrée_dans_Baleix.JPG	ms	low	1
ceb	Banksia_mimica	File:Banksia_mimica_flower.jpg	ms	low	1
ceb	Baudinard-sur-Verdon	File:Aisles_in_Baudinard-sur-Verdon_04.JPG	ms	low	1
ceb	Baudinard-sur-Verdon	File:Chateau_in_Baudinard-sur-Verdon.JPG	ms	low	0
ceb	Baudinard-sur-Verdon	File:Aisles_in_Baudinard-sur-Verdon_12.JPG	ms	low	1
ceb	Baudinard-sur-Verdon	File:Aisles_in_Baudinard-sur-Verdon_02.JPG	ms	low	1
ceb	Baudinard-sur-Verdon	File:Aisles_in_Baudinard-sur-Verdon_01.JPG	ms	low	1
ceb	Belloc-Saint-Clamens	File:Belloc-Saint-Clamens_-_Eglise_Saint-Clamens.jpg	ms	low	1
ceb	Bisten-en-Lorraine	File:Bisten-en-Lorraine_-_calvaire_addosé_chapelle.JPG	ms	low	1
ceb	Boletus_smithii	File:Boletus_smithii_375575.jpg	ms	low	1
ceb	Boletus_smithii	File:Boletus_smithii_386553.jpg	ms	low	1
ceb	Brue-Auriac	File:Brue-Auriac_IMG_5079.JPG	ms	low	-1
ceb	Brue-Auriac	File:Brue-Auriac_IMG_5147.JPG	ms	low	0
ceb	Brue-Auriac	File:Brue-Auriac_IMG_5078.JPG	ms	low	0
ceb	Brunia_laevis	File:Brunia_laevis_1DS-II_3-5452.jpg	ms	low	1
ceb	Brunia_laevis	File:Brunia_laevis_1DS-II_3-5455.jpg	ms	low	1
ceb	Bulbophyllum_ciliatum	File:Die_Orchideen_von_Java_-_fig._349-351_(1911).jpg	ms	low	1
ceb	Byblis_minuticornis	File:An_account_of_the_Crustacea_of_Norway_(Pl._66)_(6195451428).jpg	ms	low	1
ceb	Cagny,_Calvados	File:Eglise_St_Germain_Cagny.JPG	ms	low	0
ceb	Cagny,_Calvados	File:Map_commune_FR_insee_code_14119.png	ms	low	1
ceb	Cagny,_Calvados	File:Prieuré_Notre-Dame-des-Moutiers_Cagny.JPG	ms	low	1
ceb	Castelnau-Tursan	File:Castelnau-Tursan_(Landes)_dans_son_Arrondissement.png	ms	low	1
ceb	Castelnau-Tursan	File:Castelnau-Tursan_-_view_from_the_oppidum.jpg	ms	low	1
ceb	Castelnau-Tursan	File:Castelnau-Tursan_-_église.jpg	ms	low	1
ceb	Castelnau-Tursan	File:Castelnau-Tursan_-_place_de_l'église.jpg	ms	low	1
ceb	Castelnau-Tursan	File:Map_commune_FR_insee_code_40072.png	ms	low	1
ceb	Castelnau-Tursan	File:Castelnau-Tursan_-_motte_castrale.jpg	ms	low	1
ceb	Catiline	File:CatilineTragedy.jpg	ms	low	-1
ceb	Catiline	File:The_Catiline_of_Sallust_(1902)_(14778709055).jpg	ms	low	-1
ceb	Catiline	File:Joseph-Marie_Vien_-_The_Oath_of_Catiline.jpg	ms	low	-1
ceb	Catiline	File:Comic_History_of_Rome_Table_10_Cicero_denouncing_Catiline.jpg	ms	low	-1
ceb	Catiline	File:The_Discovery_of_the_Body_of_Catiline.jpg	ms	low	-1
ceb	Cazeaux-de-Larboust	File:Cazeaux_de_Larboust-Saint-Chhristophe.jpg	ms	low	0
ceb	Cazeaux-de-Larboust	File:Cazeaux-de-Larboust_église_choeur.JPG	ms	low	0
ceb	Cazeaux-de-Larboust	File:Cazeaux_de_Larboust-_Le_Jugement_dernier.jpg	ms	low	0
ceb	Chaetosphaerella	File:Chaetosphaerella_phaeostroma_(40816142402).jpg	ms	low	1
ceb	Chaetosphaerella	File:Chaetosphaerella_phaeostroma_(39047902780).jpg	ms	low	1
ceb	Chaetosphaerella	File:Chaetosphaerella_phaeostroma_(40148983994).jpg	ms	low	1
ceb	Charmois,_Meurthe-et-Moselle	File:Charmois_(M-et-M)_city_limit_sign.jpg	ms	low	1
ceb	Charmois,_Meurthe-et-Moselle	File:Charmois_(M-et-M)_croix_de_cimetière.jpg	ms	low	0
ceb	Charmois,_Meurthe-et-Moselle	File:Château_du_Charmois-_Vandoeuvre.jpg	ms	low	1
ceb	Chein-Dessus	File:Map_commune_FR_insee_code_31140.png	ms	low	0
ceb	Codonium_proliferum	File:Haeckel_Tubulariae.jpg	ms	low	0
ceb	Colacus	File:Colacus_bicolor_(Zoosphere_72_076).jpg	ms	low	1
ceb	Colacus	File:Colacus_bicolor_(Zoosphere_72_050).jpg	ms	low	1
ceb	Colacus	File:Colacus_bicolor_(Zoosphere_72_087).jpg	ms	low	1
ceb	Colacus	File:Colacus_bicolor_(Zoosphere_72_068).jpg	ms	low	1
ceb	Colacus	File:Colacus_bicolor_(Zoosphere_72_094).jpg	ms	low	1
ceb	Colacus	File:Colacus_bicolor_(Zoosphere_72_005).jpg	ms	low	1
ceb	Crassula_tomentosa	File:Crassula_tomentosa_Gifberg_01.jpg	ms	low	1
ceb	Crassula_tomentosa	File:Crassula_tomentosa_-_Karoo_South_Africa.jpg	ms	low	1
ceb	Crassula_tomentosa	File:Cotyledon_tomentosa_subsp._tomentosa_2007-06-02.jpg	ms	low	0
ceb	Creuse,_Somme	File:Map_commune_FR_insee_code_80225.png	ms	low	1
ceb	Creuse,_Somme	File:Creuse_église_1.jpg	ms	low	0
ceb	Creuse,_Somme	File:Hexaedro_Estrellado_de_Joel_Ampliado.gif	ms	low	-1
ceb	Creuse,_Somme	File:Creuse_-_château_5456a.jpg	ms	low	1
ceb	Creuse,_Somme	File:Creuse_(Somme)_OSM_01.png	ms	low	1
ceb	Crucigera	File:Masked_Horned_Tree_Lizard_(Acanthosaura_crucigera)_(7783905634).jpg	ms	low	-1
ceb	Cynomya_cadaverina	File:Blow_Fly_on_dead_Shrew_-_Cynomya_cadaverina,_Julie_Metz_Wetlands,_Virginia.jpg	ms	low	1
ceb	Dicoccum	File:Triticum_dicoccum,_bruinkafemmertarwe_(1).jpg	ms	low	1
ceb	Dicoccum	File:Triticum_dicoccum,_bruinkafzomeremmer_graankorrels_(3).jpg	ms	low	1
ceb	Dissay	File:Dissay_(Vienne)_mairie.JPG	ms	low	1
ceb	Dissay	File:Chateau_de_Dissay,_moat.jpg	ms	low	1
ceb	Doncourt-lès-Conflans	File:Map_commune_FR_insee_code_54171.png	ms	low	1
ceb	Doncourt-lès-Conflans	File:Stinson_108-1_Voyager_Private,_LFGR_Doncourt-les-Conflans,_France_PP1251735538.jpg	ms	low	-1
ceb	Doncourt-lès-Conflans	File:Eglise_Doncourt_Conflans.jpg	ms	low	1
ceb	Douai	File:Douai_OSM_01.png	ms	low	1
ceb	Douai	File:59_Douai.jpg	ms	low	0
ceb	Douai	File:Douai_parlement.jpg	ms	low	1
ceb	Douai	File:Atlas_de_Wit_1698-pl099-Douai-KB_PPN_145205088.jpg	ms	low	1
ceb	Douai	File:INCONNU_-_DOUAI_-_Panorama.JPG	ms	low	1
ceb	Elaphoglossum_savaiense	File:Elaphoglossum_savaiense_(Baker)_Diels_(AM_AK112441-2).jpg	ms	low	1
ceb	Elaphoglossum_savaiense	File:Elaphoglossum_savaiense_(Baker)_Diels_(AM_AK112444).jpg	ms	low	1
ceb	Elaphoglossum_savaiense	File:Elaphoglossum_savaiense_(Baker)_Diels_(AM_AK355670).jpg	ms	low	1
ceb	Elaphoglossum_savaiense	File:Elaphoglossum_savaiense_(Baker)_Diels_(AM_AK112443).jpg	ms	low	1
ceb	Eliya	File:Ilana_Eliya.jpg	ms	low	-1
ceb	Eliya	File:Ilana_Eliya_(2008).jpg	ms	low	-1
ceb	Eliya	File:NuwaraEliya_from_top.jpg	ms	low	-1
ceb	Elodina_primularis	File:GroseSmithKirby1892RhopExotPierinaeElodinaI.jpg	ms	low	1
ceb	Episomacris	File:Acridid_Grasshoppers_(Episomacris_gruneri)_mating_..._(24165299997).jpg	ms	low	1
ceb	Eppe-Sauvage	File:Chaire_eppe_sauvage.JPG	ms	low	0
ceb	Eppe-Sauvage	File:Eglise_interieur_eppe_sauvage.JPG	ms	low	0
ceb	Eppe-Sauvage	File:Mairie,_Eppe-Sauvage-4182.jpg	ms	low	1
ceb	Eppe-Sauvage	File:Mom_eppe_sauvage.JPG	ms	low	0
ceb	Eppeville	File:Mairie_d'Eppeville_3.jpg	ms	low	1
ceb	Eppeville	File:Mairie_d'Eppeville_4.jpg	ms	low	1
ceb	Eppeville	File:Eppeville-suikerfabriek.JPG	ms	low	0
ceb	Équevilley	File:2016-10_-_Équevilley_-_02.jpg	ms	low	0
ceb	Équevilley	File:2016-10_-_Équevilley_-_13.jpg	ms	low	1
ceb	Équevilley	File:2016-10_-_Équevilley_-_03.jpg	ms	low	0
ceb	Eristalis_vitripennis	File:Syrphid_Fly_on_a_Grape_Hyacinth.jpg	ms	low	-1
ceb	Erythropterus	File:Macropodus_erythropterus_male.jpg	ms	low	1
ceb	Erythropterus	File:Aprosmictus_erythropterus_-Australia_-pair-8.jpg	ms	low	-1
ceb	Erythropterus	File:Xylobanellus_erythropterus.JPG	ms	low	1
ceb	Euphorbia_rupestris	File:Contributions_from_the_Botanical_Laboratory,_vol._12_(1934)_(20065857174).jpg	ms	low	-1
ceb	Euphorbia_rupestris	File:Rabbit_Ears_Canyon_-_Flickr_-_aspidoscelis_(3).jpg	ms	low	-1
ceb	Euryomia_argentea	File:Euryomia_argentea_Olivier,_1789_(2969026523).jpg	ms	low	1
ceb	Florentin	File:Graffiti_in_Florentin4.jpg	ms	low	0
ceb	Florentin	File:Graffiti_in_Florentin6.jpg	ms	low	0
ceb	Foulayronnes	File:Foulayronnes_-_Église_Saint-Sernin_d'Artigues_-10.JPG	ms	low	0
ceb	Foulayronnes	File:Centre_culturel_Foulayronnes.JPG	ms	low	1
ceb	Foulayronnes	File:Foulayronnes_-_Moulin_à_Monbran_-1.JPG	ms	low	1
ceb	Foulayronnes	File:Foulayronnes_-_Église_Saint-Sernin_d'Artigues_-12.JPG	ms	low	0
ceb	Foulayronnes	File:Foulayronnes_Limite_communale.png	ms	low	1
ceb	Foulbec	File:Foulbec_église4.jpg	ms	low	0
ceb	Foulbec	File:Foulbec_église1.JPG	ms	low	1
ceb	Foulbec	File:Foulbec_église5.jpg	ms	low	0
ceb	Foulbec	File:Foulbec-église-dpt-Eure_DSC_0696.jpg	ms	low	0
ceb	Foulbec	File:Foulbec_église7.jpg	ms	low	-1
ceb	Gas	File:Small_portable_high_pressure_breathing_gas_booster_pump_IIMG_20190530_182215.jpg	ms	low	-1
ceb	Gas	File:Glowing_noble_gases.jpg	ms	low	-1
ceb	Ger,_Pyrénées-Atlantiques	File:Foyer_rural_de_Ger.jpg	ms	low	1
ceb	Ger,_Pyrénées-Atlantiques	File:Mairie_de_Ger_vue_1.jpg	ms	low	1
